Event_Duration_Hours,Event_Type,Event_Complexity,Number_of_Attendees,Venue_Size,Resources_Available,Team_Size,External_Dependencies,Budget,Historical_Preparation_Time_Hours,Preparation_Time_Hours
18,Hackathon,High,1734,Small,High,50,No,Medium,365,458
4,Hackathon,Low,1014,Small,Low,41,Yes,Medium,481,427
17,Hackathon,Medium,1379,Small,Low,14,Yes,Low,367,488
12,Hackathon,Medium,1263,Medium,Medium,5,No,Medium,438,514
22,Workshop,Medium,264,Medium,Medium,11,Yes,Low,72,181
17,Hackathon,Low,245,Large,Medium,40,Yes,Medium,38,67
10,Hackathon,Low,1059,Small,Medium,5,Yes,Medium,366,432
22,Hackathon,High,1617,Medium,Low,29,Yes,High,374,520
1,Hackathon,High,1294,Small,Medium,11,No,Medium,105,200
22,Workshop,Medium,1799,Small,Medium,5,Yes,Medium,418,601
24,Hackathon,Medium,280,Small,Medium,49,Yes,Medium,275,261
18,Workshop,Medium,132,Medium,Low,32,Yes,Medium,300,291
18,Conference,Medium,665,Small,Low,36,No,Low,64,139
14,Workshop,Medium,1290,Medium,High,15,Yes,Medium,162,293
15,Workshop,Low,1689,Small,Low,19,No,High,228,380
12,Hackathon,Medium,1454,Large,Low,22,No,Medium,182,302
4,Conference,Medium,268,Large,Low,34,Yes,Medium,105,58
3,Conference,High,957,Large,Medium,17,Yes,High,132,174
20,Conference,Low,56,Large,Medium,12,Yes,High,21,81
12,Conference,Medium,872,Large,Medium,25,No,Medium,13,119
7,Workshop,Medium,534,Large,Medium,17,No,Medium,371,361
11,Conference,Medium,897,Medium,High,10,Yes,High,355,396
1,Workshop,Low,217,Small,Low,28,Yes,High,76,33
6,Workshop,Medium,1344,Small,High,18,Yes,High,154,243
15,Workshop,Medium,756,Small,Medium,18,No,Medium,466,485
15,Conference,Medium,158,Medium,Medium,45,Yes,Medium,486,386
19,Hackathon,Medium,1867,Medium,Medium,32,Yes,Low,74,273
11,Hackathon,Medium,447,Large,Low,14,Yes,Medium,91,165
23,Conference,Medium,164,Large,Medium,16,No,High,114,186
2,Hackathon,High,1711,Medium,Medium,50,No,High,190,225
14,Hackathon,Medium,1123,Medium,Low,18,Yes,Medium,349,418
2,Workshop,Low,1731,Large,High,16,No,Medium,450,522
4,Workshop,Medium,1863,Small,High,17,Yes,Medium,114,247
17,Conference,Low,367,Medium,Medium,7,No,Medium,235,288
3,Conference,Medium,1207,Small,High,12,Yes,Medium,380,430
13,Hackathon,Low,1250,Medium,Low,34,No,Medium,37,154
9,Workshop,Low,1940,Small,Low,10,Yes,Low,492,615
7,Conference,High,465,Large,Low,5,Yes,Medium,25,113
15,Conference,Low,785,Medium,Medium,21,No,Low,286,343
23,Conference,Medium,1642,Small,Low,3,Yes,High,342,540
11,Conference,Low,638,Small,High,19,Yes,Medium,492,472
20,Conference,Medium,1232,Medium,Low,45,Yes,High,307,367
2,Conference,Medium,841,Large,Medium,44,Yes,Low,63,69
15,Hackathon,Medium,495,Medium,High,35,Yes,Low,297,298
14,Workshop,Medium,542,Medium,Medium,6,Yes,Medium,123,222
20,Workshop,Low,209,Small,Medium,14,No,Medium,47,143
22,Conference,Medium,380,Medium,Medium,4,No,Medium,463,506
11,Workshop,Low,1023,Medium,Medium,45,Yes,Low,379,361
3,Workshop,Medium,1992,Medium,Medium,18,Yes,Low,239,369
17,Workshop,Medium,862,Small,Medium,29,No,Medium,175,244
12,Conference,High,1481,Medium,Medium,35,Yes,Low,191,293
24,Conference,Low,257,Medium,High,38,Yes,Medium,453,443
21,Workshop,Medium,797,Large,High,16,No,Medium,214,322
15,Workshop,Low,273,Large,Medium,20,No,Low,375,364
16,Conference,Medium,1091,Medium,Medium,24,Yes,Low,254,343
5,Hackathon,Medium,1335,Medium,Medium,35,Yes,Low,368,391
20,Workshop,High,40,Small,High,44,Yes,High,342,283
6,Hackathon,Low,1531,Large,Low,19,No,Medium,440,475
19,Workshop,Low,1282,Medium,Medium,4,Yes,High,405,544
5,Hackathon,Medium,614,Small,High,33,No,Low,318,285
3,Hackathon,Low,1810,Small,High,2,Yes,Medium,426,537
1,Hackathon,Low,1304,Large,Low,13,Yes,Low,421,440
6,Conference,Medium,1639,Small,Medium,45,Yes,Medium,130,197
15,Hackathon,Low,1699,Medium,Medium,30,No,High,268,404
2,Hackathon,Low,1427,Medium,Low,34,Yes,High,219,261
3,Hackathon,Medium,1830,Small,Medium,30,Yes,Medium,419,472
17,Workshop,Medium,511,Small,Medium,24,No,High,319,362
24,Hackathon,Low,1625,Large,Medium,48,No,Low,305,421
12,Workshop,Low,1837,Large,Low,44,Yes,Medium,203,336
18,Hackathon,Medium,1117,Small,Low,33,Yes,Medium,77,198
15,Hackathon,Low,1398,Large,Medium,41,No,High,123,213
12,Conference,Medium,895,Medium,Medium,49,No,Low,229,233
16,Workshop,Low,558,Medium,High,10,Yes,High,229,309
8,Hackathon,Medium,1375,Medium,Low,18,No,Medium,482,523
14,Workshop,Medium,848,Large,Low,19,Yes,Medium,227,284
17,Workshop,Medium,1440,Medium,Medium,7,No,Low,246,410
21,Conference,High,1458,Small,Medium,19,Yes,Medium,440,556
8,Conference,Medium,1777,Large,Medium,24,Yes,Medium,395,491
15,Conference,Low,1126,Medium,High,15,Yes,Medium,307,411
14,Conference,Low,857,Small,Low,41,No,High,427,405
18,Conference,Medium,623,Medium,High,42,No,Medium,103,144
20,Conference,Low,421,Medium,Medium,23,Yes,Medium,262,313
7,Conference,Low,441,Large,Medium,4,Yes,High,414,394
3,Conference,Medium,687,Medium,High,38,Yes,Medium,366,290
12,Hackathon,Medium,168,Small,Medium,4,No,Medium,437,407
21,Workshop,Medium,23,Medium,Medium,5,No,Low,224,280
24,Conference,Medium,382,Medium,Medium,41,No,Medium,490,471
3,Conference,Medium,234,Small,Medium,44,Yes,Medium,389,255
20,Workshop,Low,1538,Medium,High,23,No,High,267,421
14,Hackathon,High,1106,Large,High,40,Yes,Medium,356,401
15,Workshop,Low,1282,Small,High,37,Yes,Low,249,319
14,Workshop,Medium,520,Medium,Medium,11,Yes,Medium,324,340
7,Conference,Medium,612,Small,Medium,11,Yes,Low,223,257
17,Workshop,Medium,225,Small,Medium,13,No,Medium,107,166
12,Workshop,Medium,1635,Small,High,14,No,Medium,25,208
20,Conference,Low,1574,Small,Low,8,Yes,Medium,413,578
4,Conference,Medium,1980,Large,Medium,25,Yes,High,163,307
9,Conference,Medium,1850,Small,High,18,Yes,Medium,25,192
6,Conference,Medium,1972,Medium,Medium,44,Yes,Medium,207,298
16,Workshop,High,997,Small,Medium,44,Yes,Low,117,208
22,Workshop,Medium,1253,Large,High,18,Yes,Medium,32,231
22,Hackathon,Low,849,Medium,Low,10,No,High,51,222
21,Hackathon,Low,736,Medium,Medium,7,No,Low,46,213
21,Workshop,Medium,1254,Small,Medium,50,No,Medium,337,400
2,Hackathon,Medium,1422,Medium,Medium,44,No,Medium,399,391
24,Workshop,Medium,563,Small,High,14,No,Low,174,295
8,Hackathon,Medium,1680,Large,Low,15,Yes,Low,125,283
11,Conference,High,1075,Medium,Medium,16,No,Low,159,254
13,Hackathon,High,685,Medium,Low,2,Yes,High,15,143
17,Conference,High,882,Medium,High,30,No,Medium,41,140
8,Conference,Low,292,Small,Medium,30,Yes,Medium,154,133
21,Conference,Medium,1091,Medium,Medium,18,No,Medium,303,409
18,Conference,Low,1847,Medium,Low,31,Yes,Low,410,533
18,Hackathon,Low,843,Medium,Low,44,Yes,Medium,302,325
14,Workshop,Medium,546,Medium,Medium,48,Yes,Low,416,352
15,Conference,Medium,1106,Small,Low,13,Yes,Low,186,303
6,Hackathon,Low,1918,Small,Medium,20,No,High,454,543
11,Conference,Low,932,Large,Medium,49,Yes,Low,186,203
13,Hackathon,Low,1162,Medium,High,50,Yes,High,70,147
1,Hackathon,High,1632,Medium,Medium,35,No,Medium,86,162
6,Hackathon,Low,851,Large,Medium,23,No,Low,425,422
9,Workshop,Low,1459,Small,Medium,42,Yes,Medium,392,430
8,Hackathon,Medium,957,Large,High,33,Yes,Medium,95,151
11,Hackathon,Medium,674,Large,High,38,Yes,Medium,200,208
22,Workshop,High,1727,Large,Low,35,No,Low,16,229
19,Workshop,Low,1158,Large,High,36,No,Low,415,483
24,Hackathon,Medium,76,Small,Low,20,No,High,94,175
9,Workshop,Medium,15,Small,Low,3,Yes,Medium,271,271
17,Conference,High,646,Medium,Low,8,Yes,Low,454,497
12,Conference,Medium,323,Small,High,40,Yes,High,407,343
14,Workshop,High,1359,Small,Medium,32,No,Low,409,483
15,Workshop,Low,574,Medium,High,29,Yes,Low,268,283
16,Hackathon,Medium,1611,Small,Medium,7,Yes,Low,402,546
22,Workshop,Medium,835,Large,Medium,2,Yes,Medium,56,234
22,Hackathon,High,515,Large,Medium,21,Yes,Low,350,408
20,Conference,Low,1115,Large,High,6,No,Medium,103,291
1,Workshop,Low,1632,Medium,Low,28,Yes,High,487,499
10,Hackathon,Medium,1035,Large,Medium,48,Yes,Low,435,390
8,Hackathon,Low,213,Large,Low,42,Yes,Medium,435,328
18,Conference,Low,671,Medium,High,36,No,Medium,233,262
1,Workshop,High,814,Small,Medium,32,Yes,Medium,288,238
2,Conference,Medium,413,Large,Medium,45,Yes,High,12,10
1,Hackathon,Medium,1136,Large,Medium,42,Yes,Medium,138,148
1,Hackathon,Medium,545,Medium,High,46,Yes,Low,332,247
9,Workshop,Medium,1401,Small,High,9,No,Medium,258,374
13,Hackathon,Low,1245,Medium,High,11,Yes,Low,238,360
1,Workshop,Low,586,Small,Medium,23,No,Medium,336,298
13,Conference,Medium,1994,Large,Low,50,Yes,Low,140,261
20,Workshop,Medium,1242,Large,High,11,No,Low,237,397
22,Workshop,Medium,772,Small,Medium,49,No,Medium,186,238
7,Hackathon,Low,1930,Medium,Medium,2,Yes,Low,332,495
2,Hackathon,Medium,126,Small,Medium,3,No,Medium,320,268
6,Workshop,High,637,Medium,High,11,Yes,Low,397,381
7,Hackathon,High,758,Small,Medium,50,Yes,High,40,44
14,Hackathon,High,1511,Medium,Medium,35,Yes,Low,75,228
18,Hackathon,Medium,114,Small,High,15,Yes,High,215,252
15,Workshop,Medium,504,Small,Medium,43,No,Medium,110,122
2,Hackathon,Medium,1804,Medium,Medium,11,Yes,Medium,329,418
10,Workshop,Low,55,Small,High,31,No,Low,40,10
23,Hackathon,Medium,832,Medium,High,28,Yes,Medium,382,461
12,Conference,Medium,1364,Small,High,28,Yes,Medium,200,291
17,Hackathon,Low,1249,Medium,Medium,32,No,Medium,75,203
8,Hackathon,Medium,991,Large,Medium,25,No,Medium,424,442
11,Workshop,High,969,Large,High,20,No,Medium,312,345
3,Workshop,Low,1525,Large,Medium,28,No,Medium,244,322
6,Hackathon,High,1846,Large,High,25,No,Low,287,392
9,Conference,Low,1955,Small,High,11,Yes,Low,211,376
6,Hackathon,Medium,854,Small,Medium,19,No,Medium,359,362
9,Hackathon,Medium,458,Medium,High,28,Yes,Low,234,215
7,Conference,Medium,545,Large,High,1,Yes,Low,92,166
9,Workshop,High,520,Large,Low,5,Yes,Low,55,125
18,Hackathon,High,1491,Small,Medium,10,Yes,Low,98,278
12,Workshop,Medium,1580,Small,Low,42,Yes,Medium,195,288
8,Workshop,Low,1569,Small,Medium,46,No,Medium,384,399
8,Conference,High,549,Medium,Low,34,No,High,198,187
18,Conference,Low,1517,Medium,Medium,36,Yes,Medium,255,362
20,Workshop,High,25,Small,High,2,Yes,High,55,138
15,Hackathon,Medium,1604,Medium,High,18,Yes,Medium,266,414
7,Workshop,Low,252,Medium,Medium,13,Yes,High,361,321
11,Hackathon,Medium,1983,Medium,Medium,5,No,High,418,580
20,Hackathon,Low,1240,Small,Medium,20,Yes,Medium,70,247
16,Conference,Low,921,Large,High,2,Yes,Medium,114,248
4,Hackathon,Medium,1304,Medium,Medium,11,No,Low,346,405
6,Hackathon,Low,770,Large,Medium,30,No,Low,23,32
22,Workshop,Low,1812,Large,High,32,No,High,310,478
3,Conference,Low,714,Small,Medium,32,No,High,86,88
9,Hackathon,Medium,1880,Small,High,50,Yes,Medium,239,314
10,Hackathon,Low,1763,Medium,High,38,Yes,High,176,294
14,Conference,Medium,124,Small,High,28,No,High,75,98
11,Workshop,Low,1613,Large,Medium,10,No,Medium,41,224
18,Conference,High,1332,Medium,Medium,22,Yes,Medium,105,254
22,Conference,High,1870,Large,High,17,Yes,Medium,67,318
12,Hackathon,Low,1516,Small,Medium,22,No,Medium,113,245
23,Hackathon,Medium,406,Small,Medium,43,Yes,Low,321,320
12,Workshop,High,403,Medium,Low,19,Yes,Medium,143,189
13,Hackathon,High,1108,Small,Low,17,Yes,Medium,226,323
13,Hackathon,Medium,987,Medium,Medium,24,Yes,Medium,76,158
19,Conference,Low,1515,Large,Medium,36,Yes,High,475,537
19,Hackathon,Medium,1136,Medium,Medium,32,Yes,Medium,187,296
23,Workshop,Medium,306,Medium,Medium,46,No,Low,383,369
14,Conference,Medium,1011,Small,Medium,36,Yes,High,256,288
4,Workshop,Medium,187,Small,Medium,28,Yes,Medium,303,230
13,Conference,High,1248,Large,Medium,14,Yes,Low,244,370
8,Hackathon,High,976,Large,Medium,36,No,Medium,140,196
23,Conference,Low,324,Medium,Medium,6,Yes,Medium,121,236
21,Conference,Low,1072,Large,Low,9,Yes,High,398,518
23,Hackathon,Low,268,Medium,Medium,21,No,Medium,417,412
19,Hackathon,High,1749,Small,Medium,12,Yes,Low,63,317
12,Workshop,Medium,16,Small,Medium,30,Yes,Medium,299,235
18,Workshop,Medium,58,Large,Medium,31,Yes,High,248,223
6,Hackathon,Medium,1571,Small,High,40,No,Medium,249,304
18,Hackathon,Medium,170,Medium,Low,4,No,High,304,357
19,Hackathon,Medium,1902,Medium,High,31,No,Low,121,342
22,Conference,Medium,185,Medium,Low,27,Yes,High,97,153
5,Conference,Medium,1624,Medium,High,25,No,Medium,237,337
24,Conference,High,1035,Small,Medium,5,Yes,Medium,485,602
9,Hackathon,High,1010,Small,Medium,6,No,Medium,313,374
3,Workshop,High,1928,Medium,Medium,5,No,High,314,464
10,Hackathon,Medium,464,Medium,Low,27,Yes,Medium,299,275
19,Conference,Medium,1961,Medium,Medium,8,No,High,217,464
3,Conference,Medium,1677,Medium,Low,9,Yes,Medium,365,470
22,Hackathon,High,285,Small,Medium,15,Yes,Low,400,435
15,Hackathon,Low,507,Large,Medium,36,No,Medium,283,298
1,Conference,Medium,1662,Medium,High,41,Yes,Medium,79,175
7,Conference,Low,685,Small,Medium,7,Yes,Medium,379,391
12,Conference,Medium,1833,Medium,High,32,Yes,Medium,229,354
17,Hackathon,Medium,1061,Large,Medium,8,No,Medium,240,348
21,Conference,Medium,1366,Large,Low,47,Yes,High,299,409
24,Conference,Low,1034,Small,Medium,15,Yes,Low,316,442
20,Workshop,Medium,1221,Medium,Medium,37,No,Medium,370,455
5,Hackathon,High,65,Small,Low,19,Yes,High,358,272
4,Workshop,Low,556,Small,Medium,39,Yes,Medium,264,224
12,Workshop,Medium,1145,Medium,Medium,6,No,Medium,461,524
20,Conference,Medium,1831,Medium,High,19,Yes,Medium,151,354
24,Hackathon,High,1343,Medium,Medium,28,No,Medium,78,259
18,Conference,Low,45,Small,High,17,Yes,Low,98,134
17,Hackathon,High,448,Small,High,42,No,Medium,368,346
19,Workshop,Medium,1762,Medium,High,19,No,High,145,349
9,Hackathon,High,1625,Small,Medium,31,Yes,Medium,152,273
4,Conference,High,1859,Small,Low,11,Yes,Low,348,459
21,Conference,Low,604,Small,Medium,15,No,Medium,196,286
2,Conference,Low,1610,Medium,Medium,10,Yes,Medium,20,161
4,Hackathon,Low,1358,Small,Medium,43,Yes,Low,157,216
2,Workshop,Medium,1673,Medium,Low,23,No,High,448,492
15,Workshop,Low,316,Small,Medium,3,No,Low,301,322
2,Hackathon,Low,1567,Small,Low,3,No,High,347,433
4,Conference,Medium,1761,Medium,High,18,Yes,Medium,407,487
6,Workshop,Low,628,Small,Low,25,Yes,Medium,451,422
7,Conference,Low,1142,Medium,Medium,43,No,Medium,47,111
10,Hackathon,Medium,1405,Small,High,20,No,Low,354,424
19,Conference,Low,366,Medium,Low,29,No,Medium,217,271
19,Workshop,Medium,190,Small,Medium,22,No,High,219,245
22,Workshop,Medium,1389,Small,High,50,No,Medium,10,169
12,Conference,Medium,1709,Medium,Medium,15,Yes,Medium,369,485
3,Hackathon,High,77,Large,Low,39,No,High,74,10
13,Conference,Medium,301,Small,Medium,10,Yes,Low,10,69
18,Hackathon,Medium,701,Medium,Medium,21,Yes,Low,252,287
8,Conference,Medium,190,Medium,Medium,29,Yes,Low,478,405
21,Workshop,High,1499,Medium,Low,32,No,Medium,390,505
15,Hackathon,High,443,Large,Medium,10,No,High,325,350
1,Hackathon,High,1497,Small,Medium,13,Yes,Medium,34,160
3,Hackathon,Medium,1714,Large,High,47,Yes,High,356,379
